검색어,공고 이름,회사 이름,회사 위치,경력,직무분야,게시일,마감일,링크,직군
AX,[코스닥 상장사] 콘텐츠 SEO 마케팅 전문가 채용,알서포트(주),서울강동구,경력5년↑,"SNS마케팅, 콘텐츠마케팅, 퍼포먼스마케팅, B2B마케팅, 사보/뉴스레터 외",2026-08-03,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54630207,AX/DX
AX,[코스닥 상장사] 클라우드 DBA 채용,알서포트(주),서울강동구,경력1년↑,"DBA, 인프라, 클라우드, AWS, MariaDB 외",2026-08-03,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54630141,AX/DX
AX,[코스닥 상장사] macOS 개발자 채용,알서포트(주),서울강동구,경력6년↑,"C++, Objective-C, Swift, WebRTC, MOS 외",2026-08-03,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54630110,AX/DX
AX,[코스닥 상장사] SaaS 갱신영업 팀원 채용 (신입 - 경력 5년),알서포트(주),서울강동구,신입·경력,"SaaS, 기술영업, B2B, 고객관리, 세일즈프로모션 외",2026-08-03,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54630640,AX/DX
AX,IT사업본부 IT기획 전문인력 모집,(주)차바이오텍,경기성남시 분당구,경력7년↑,"IT컨설팅, 기획, 의약·제약, 의료·보건, 바이오",2026-08-06,~ 09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54661415,AX/DX
AX,[직스테크놀로지] CAD 솔루션개발자 채용(경력),(주)직스테크놀로지,서울강남구,경력4년↑,"백엔드/서버개발, 기술지원, C#, C++, 영업지원 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54710523,AX/DX
AX,[(주)하이테커] 온라인 EdTech 교육 영업·마케팅 담당자,(주)하이테커,서울성동구,경력5년↑,"HRD, 법정의무교육, 실적관리, 인사교육, 직업훈련 외",2026-08-13,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54737673,AX/DX
AX,[(주)하이테커] 영상 디자이너 채용(경력),(주)하이테커,서울성동구,경력 1~5년,"3D디자인, 영상디자이너, PD/AD/FD, 방송송출, 애니메이션 외",2026-08-13,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54737861,AX/DX
AX,[현대차 협력사] 이화산업 해외법인 인턴(미국) 채용,(주)이화산업,미국,경력무관,"데이터분석가, 영업관리, 생산관리, 데이터 사이언티스트, 기계설비 외",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54779609,AX/DX
AX,[(주)하이테커] 대전현장 교육운영 담당자 채용,(주)하이테커,대전서구,경력1년↑,"사무직, 교육행정, 문서작성, 사무보조, 사무행정 외",2026-08-24,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784860,AX/DX
AX,[코스닥 상장사] 기술지원본부 Full Stack 개발자 경력 채용,알서포트(주),서울강동구,경력3년↑,"기술지원, 솔루션, S/W, 소프트웨어개발",2026-08-21,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54810159,AX/DX
AX,[(주)하이테커] 정부 교육사업 운영 담당자 채용,(주)하이테커,서울성동구,경력무관,"직업상담사, 교육기획, 사업기획, 교수설계, 교육콘텐츠개발 외",2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829280,AX/DX
AX,[강소기업]26년 하반기 프로그램 개발자 신입채용 (LGCNS U-camp교육제공),(주)두잇시스템,서울강서구,신입,"웹개발, Java, 백엔드/서버개발, 프론트엔드, Spring 외",2026-08-20,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54699854,AX/DX
AX,사업비관리(계약직) 채용,군산대학교 고등기술융합연구원,전북군산시,경력,"데이터분석가, 자율주행, AI(인공지능), 연구원, R&D 외",2026-08-24,~ 09/03(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54811063,AX/DX
AX,[운영부문] 경영혁신팀 리드,(주)니어스랩,서울송파구,경력 12~18년,"인력관리, 사업기획, 인사기획, 전략기획, 경영분석 외",2026-08-07,~ 09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54679593,AX/DX
AX,[운영부문] 경영혁신팀 매니저,(주)니어스랩,서울송파구,경력 3~6년,"인력관리, 사업기획, 인사기획, 전략기획, 경영분석 외",2026-08-07,~ 09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54679645,AX/DX
AX,AI Builder(AI 빌더) [경력],(주)톤28,경기성남시 수정구,경력 1~20년,"딥러닝, 머신러닝, AI(인공지능), 화장품, 뷰티",2026-08-14,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54752864,AX/DX
AX,두올테크와 미래를 함께 할 영업 인재 모집 (건설 솔루션 영업),(주)두올테크,서울영등포구,신입·경력,"기술영업, 영업관리, 영업지원, 건설영업, 영업마케팅 외",2026-08-25,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54331282,AX/DX
AX,[이든티앤에스] IT 솔루션 영업 경력사원 채용의 건,(주)이든티앤에스,서울영등포구,경력 8~12년,"기술영업, 솔루션기술영업, 소프트웨어개발",2026-07-27,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54568258,AX/DX
AX,(서울지사) 솔루션 영업 신입/경력직 인원 모집,(주)스피어에이엑스,서울금천구,신입·경력,"기술영업, 영업관리, 영업지원, 영업직, 솔루션기술영업 외",2026-08-21,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54587807,AX/DX
AX,(대구본사) 솔루션 영업 신입/경력직 인원 모집,(주)스피어에이엑스,대구수성구,신입·경력,"기술지원, 유지보수, 정보보안, SI개발, 네트워크 외",2026-08-21,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54574936,AX/DX
AX,3D 기구(제품) 설계자 모집,(주)엔티코리아,경남창원시 성산구,신입·경력,"3D설계, 기계설계, 기구설계, 기구설계, 가전제품",2026-08-04,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54650752,AX/DX
AX,"SI-Web분야 초급, 중급 개발자 채용 합니다.",(주)포미트,부산수영구,경력무관,"Ajax, 웹개발, Java, HTML, Spring 외",2026-08-12,~ 09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54655366,AX/DX
AX,사내 데이터 기획 및 관리 담당,㈜신라공업,경북경산시,경력무관,"데이터분석가, ERP, ERP, 기술기획, 전략기획 외",2026-08-11,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54714020,AX/DX
AX,[ HNIX ] 울산지점 IT영업 경력 채용공고 (울산),에이치엔아이엑스(주),울산남구,경력 3~20년,"영업관리, 영업직, 시스템영업, IT영업, SI영업 외",2026-08-12,~ 10/11(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54724343,AX/DX
AX,[HNIX] 제안 및 기획 전문가 채용,에이치엔아이엑스(주),서울중구,경력7년↑,"기술영업, 사업기획, IT컨설팅, 신사업기획, RFP(제안요청서) 외",2026-08-13,~ 10/12(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54737347,AX/DX
AX,프로덕트 매니저 - 결제 서비스 (시니어),(주)카카오페이,경기성남시 분당구,경력10년↑,"PM(프로젝트매니저), 종합금융",2026-08-20,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54799922,AX/DX
AX,제조IT시스템 개발 및 운영 리더,(주)펜타웍스,서울송파구,경력 7~15년,"백엔드/서버개발, 프론트엔드, AI(인공지능), SI·시스템통합, 소프트웨어개발",2026-08-24,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54824840,AX/DX
AX,IT플랫폼 개발 및 운영 리더,(주)펜타웍스,서울송파구,경력 6~15년,"백엔드/서버개발, 프론트엔드, AI(인공지능), SI·시스템통합, 소프트웨어개발",2026-08-24,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54824820,AX/DX
AX,[4.5일제/유연근무제] 백엔드 개발자 채용,주식회사 엑스페릭스,서울송파구,경력 5~15년,"백엔드/서버개발, API, SDK, Windows, C# 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54709842,AX/DX
AX,[eum creative] 콘텐츠 디자인 팀원 채용,(주)이움크리에이티브,서울강남구,경력 1~7년,"병원마케팅, 마케팅기획, 블로그마케팅, SNS마케팅, 콘텐츠기획 외",2026-08-19,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784463,AX/DX
AX,[대그룹지주사 경영기획],제이앤컴퍼니,서울서초구,경력 10~20년,"경영기획, 사업관리, 실적관리, 경영관리, 헤드헌팅",2026-08-21,~ 09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54805815,AX/DX
AX,빅데이터 플랫폼 개발자 경력직 채용,디딤(주),서울구로구,경력 3~6년,"웹개발, Java, 백엔드/서버개발, Javascript, HTML 외",2026-07-10,~ 09/08(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433557,AX/DX
AX,클라우드컨설팅 영업 채용 (경력),디딤(주),서울구로구,경력 1~5년,"클라우드, AWS, 기술영업, 영업관리, 영업지원 외",2026-07-13,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451572,AX/DX
AX,클라우드컨설팅 영업직군 채용 (신입),디딤(주),서울구로구,신입·경력,"클라우드, AWS, 기술영업, 영업관리, 영업지원 외",2026-07-13,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451559,AX/DX
AX,IDC 인프라 운영 엔지니어 채용,디딤(주),서울양천구,경력 1~5년,"MySQL, 기술지원, 네트워크, 인프라, 클라우드 외",2026-07-13,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451635,AX/DX
AX,[대전] 클라우드 기술지원 및 운영 엔지니어 채용,디딤(주),대전유성구,경력 5~10년,"백엔드/서버개발, MySQL, 데이터엔지니어, 유지보수, SE(시스템엔지니어) 외",2026-07-20,~ 08/28(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54310333,AX/DX
AX,Security Solutions Engineer,팀스파르타(주),서울강남구,경력2년↑,"정보보안, 인터넷교육",2026-07-22,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54347041,AX/DX
AX,SI 프로젝트 수행 PM 및 PL 리더 경력자 채용,디딤(주),서울구로구,경력 5~10년,"백엔드/서버개발, Javascript, HTML, SI개발, AI(인공지능) 외",2026-07-10,~ 09/08(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54433533,AX/DX
AX,SI 중 개발자 경력직 모집,(주)멀틱스,대전유성구,경력 5~20년,"웹개발, Java, jQuery, JSP, Spring 외",2026-07-21,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54517314,AX/DX
AX,솔루션 기술영업 신입 경력 모집 (IT관련 경력자우대),(주)멀틱스,대전유성구,경력 3~20년,"MCU, 네트워크영업, 솔루션기술영업, 시스템영업, IT영업 외",2026-07-22,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54528907,AX/DX
AX,AI사업및솔루션기획업무,디딤(주),서울구로구,경력 5~10년,"경영기획, 기술기획, 상품기획, 전략기획, 데이터분석 외",2026-08-03,~ 10/02(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54635958,AX/DX
AX,"공공 SI/ICT 제안, 기획 경력채용",(주)멀틱스,대전유성구,경력무관,"SI개발, SI·시스템통합, 솔루션업체, 소프트웨어개발",2026-08-06,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54670070,AX/DX
AX,[기구설계] H/W(무인키오스크등) 설계 및 관리자 경력자 모집,(주)멀틱스,대전유성구,경력 3~20년,"3D설계, 생산관리, 설계엔지니어, 캐드원, 제품설계 외",2026-08-06,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54668036,AX/DX
AX,협업툴 및 SaaS 솔루션 고객지원·컨설팅 채용,디딤(주),서울구로구,신입·경력,"솔루션, SaaS, 영업관리, 영업지원, 거래처관리 외",2026-08-12,~ 09/11(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54726398,AX/DX
AX,IDC 인프라 관리 / GPU 서버 운영 지원 엔지니어 채용,디딤(주),서울영등포구,신입·경력,"MySQL, 기술지원, 네트워크, 인프라, 클라우드 외",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54783527,AX/DX
AX,프로젝트 수행 및 지원 채용,디딤(주),서울구로구,신입·경력,"클라우드, 사업관리, 소프트웨어개발",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784534,AX/DX
AX,정보보호 및 개인정보보호 컨설턴트 채용,디딤(주),서울구로구,신입·경력,"정보보안, 보안엔지니어, 소프트웨어개발",2026-08-20,~ 10/19(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54795042,AX/DX
AX,클라우드 관제 (엔지니어) 운영 채용,디딤(주),서울양천구,신입,"데이터엔지니어, SE(시스템엔지니어), 빅데이터, 클라우드, 소프트웨어개발",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784494,AX/DX
AX,(주)한솔오리온텍 생산팀 채용(생산기술),(주)한솔오리온텍,경북김천시,경력 3~7년,"생산관리, 생산자동화, 생산, 생산기술, 회로설계 외",2026-08-24,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829381,AX/DX
AX,[베스핀글로벌] Senior Cloud Platform Engineer,베스핀글로벌(주),서울서초구,경력 7~12년,"SE(시스템엔지니어), 클라우드, IT컨설팅",2026-08-25,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54845426,AX/DX
AX,구매 담당자,(주)브이엔티지,서울마포구,경력 7~15년,"구매, SI·시스템통합, ERP, 솔루션업체, 소프트웨어개발 외",2026-07-02,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54352909,AX/DX
AX,사업기획 담당자,(주)브이엔티지,서울마포구,경력 10~15년,"사업기획, SI·시스템통합, ERP, 솔루션업체, 소프트웨어개발 외",2026-06-29,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54312691,AX/DX
AX,피에르파브르 더모코스메틱 Finance Account 산휴대체 계약직,피에르파브르더모코스메틱코리아(유),서울중구,경력 3~5년,"데이터분석, 자료조사, 화장품매장",2026-07-29,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54595466,AX/DX
AX,S/W 개발 및 운영 채용,(주)에잇핀,경기성남시 수정구,신입·경력,"웹개발, 백엔드/서버개발, 프론트엔드, SI·시스템통합",2026-08-05,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54659838,AX/DX
AX,애드이피션시 웹&솔루션 개발 인턴 모집,주식회사 애드이피션시,서울서초구,신입,"웹개발, 광고기획사, 광고대행사, 광고영업",2026-08-04,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54647806,AX/DX
AX,[탐앤탐스] IT 총괄 대리~과장급 채용,(주)탐앤탐스,서울광진구,경력4년↑,"정보보안, IT컨설팅, ICT컨설팅, 개발PM, 음식료 외",2026-08-03,~ 09/02(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54629384,AX/DX
AI 전환,[펫 헬스케어 기업]AI 비주얼 콘텐츠 디자이너(정규직전환가능),(주)브리지테일,서울서초구,경력무관,"광고디자인, 그래픽디자인, 시각디자인, 영상디자인, 소비재 외",2026-08-20,~ 10/19(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54799181,AX/DX
AI 전환,[글로벌 CX/BPO기업] AI·CX 디지털 전환 컨설턴트 채용,(주)사람인에이치에스,서울구로구,경력3년↑,"솔루션, AI(인공지능), IT컨설팅, SI개발, ICT컨설팅 외",2026-08-04,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54649569,AX/DX
AI 전환,AI 사주·운세 서비스 글로벌 마케터 (정규직 전환형 인턴 / 신,휴먼코어랩(주),서울강남구,신입·경력,"SNS마케팅, 글로벌마케팅, 디지털마케팅, 퍼포먼스마케팅, 시장조사 외",2026-08-19,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54782716,AX/DX
AI 전환,(주)미코세라믹스 부문별 신입/경력 채용,(주)미코세라믹스,경기안성시,신입·경력,"생산, 생산관리, AutoCAD, 기계기사, 재고관리 외",2026-08-25,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54797018,AX/DX
AI 전환,[LG CNS] Global HR 인턴십 채용,(주)엘지씨엔에스,서울강서구,신입,"HRD, HRM, 급여(Payroll), 복리후생, 실적관리 외",2026-08-20,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54800312,AX/DX
AI 전환,2026년 중앙백신연구소 하반기 채용,(주)중앙백신연구소,대전전체,신입·경력,"RA, AI(인공지능), 제약/바이오, 의료기기연구, R&D 외",2026-08-18,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54748870,AX/DX
AI 전환,[RE4DAY] 2026년 각 부문별 경력 집중 채용,(주)와우바이오텍,서울영등포구,신입·경력,"SCM, 회계, 재무, 재무회계, 회계결산 외",2026-08-20,~ 09/02(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54618179,AX/DX
AI 전환,2026 부문별 신입/경력 채용 [울산/송도],에코캡(주),울산울주군,신입·경력,"회계사, 재무회계, 회계결산, 생산, 생산관리 외",2026-08-21,~ 09/28(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54349350,AX/DX
AI 전환,2026년 비알팜 신입/경력 수시채용,(주) 비알팜,서울송파구,신입·경력,"웹개발, 제약/바이오, 인/허가, 의료기기연구, 생산 외",2026-08-21,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53864728,AX/DX
AI 전환,각 부문 신입 및 경력 채용,기쁨병원,서울서초구,신입·경력,"영상제작, 영상편집, 유튜브, 촬영, 피부관리사 외",2026-08-25,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54606533,AX/DX
AI 전환,"CTR 샤시부문 신입/경력직 채용 (창원, 대합)",(주)씨티알,경남창원시 성산구,신입·경력,"품질관리, 제품설계, 기술설계, CATIA, 품질보증 외",2026-08-24,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54833585,AX/DX
AI 전환,"2026년도 (주)유한양행 사업(본)부별 계약직, 인턴 사원 채용",(주)유한양행,서울동작구,경력무관,"인사교육, 인사기획, 인사행정, 안전보건관리자, 인사기획 외",2026-08-18,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54739932,AX/DX
AI 전환,포스텍전자㈜ 신입사원 모집 [설비설계/영업관리/생산관리/생산],포스텍전자(주),경남양산시,신입,"품질관리, 생산, 제조, 기계조작원, 생산관리 외",2026-08-21,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54714170,AX/DX
AI 전환,[해비치호텔앤드리조트] 전사 현장 서비스직 신입/경력 채용,해비치호텔앤드리조트(주),제주서귀포시,신입·경력,"홀서빙, 홀매니저, 고객응대, 주방보조, 식당 외",2026-08-21,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54806952,AX/DX
AI 전환,2026년 하반기 KT&G 신입(현장)사원 채용 (일반-생산직),(주)케이티앤지,전국,신입,"생산, 생산관리, 설비OP, 설비점검, 생산설계 외",2026-08-11,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54709806,AX/DX
AI 전환,2026년 하반기 KT&G 신입(사무)사원 채용(제조),(주)케이티앤지,대전전체,신입,"생산, 제조, 제조가공, 생산관리, 생산설계 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54711285,AX/DX
AI 전환,[디엔텍] 2026년 각 부문 신입/경력 직원 채용,(주)디엔텍,경기김포시,경력,"기계조작원, 설비OP, 공조설비, 건축설비, AutoCAD 외",2026-07-31,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53772980,AX/DX
AI 전환,고객지원사업부 CS관리 모집,삼중테크(주),서울서초구,신입·경력,"고객응대, 고객안내, 사무직, 서무, 문서작성 외",2026-08-21,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54643734,AX/DX
AI 전환,글로벌이커머스마케팅/K-뷰티글로벌영업 및 마케팅/온라인MD/회계/세무/BM/PD/디자이너/상품기획,꽃길코리아(유),서울강남구,신입·경력,"SCM, 회계, 재무, 재무회계, 회계결산 외",2026-08-16,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54750290,AX/DX
AI 전환,[분당구소재 / 유명 게임업계] 게임QA 채용(신입환영),(주)코리아인,경기성남시 분당구,경력무관,"유지보수, 기술지원, 네트워크, SE(시스템엔지니어), S/W 외",2026-08-21,~ 08/28(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54593743,AX/DX
AI 전환,TYM 신입/경력사원 모집 (전북/익산),(주)티와이엠,전북익산시,경력무관,"AI(인공지능), 고객응대, 고객안내, QA, R&D 외",2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54788229,AX/DX
AI 전환,홈케어 화장품 부문 대규모 채용 (신규 사업 확대로 인한 증원),(주)엑소코바이오,서울금천구,신입·경력,"AI(인공지능), 매출관리, CSS, 영업관리, 영업직 외",2026-07-27,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=52783484,AX/DX
AI 전환,에너지 담당자 모집,(사)한국EMS협회,서울금천구,신입·경력,"AI(인공지능), R&D, 기술연구, R&D기획, 공조설비 외",2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825347,AX/DX
AI 전환,투라(주) 개발자 채용,투라(주),경기성남시 수정구,경력무관,"백엔드/서버개발, AI(인공지능), QA/테스터, 스크립트, API 외",2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54822594,AX/DX
AI 전환,솔루션 QA,(주)클로봇,경기성남시,경력 5~10년,"QA/테스터, 소프트웨어개발",2026-08-24,~ 09/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54828219,AX/DX
AI 전환,2026년 하반기 KT&G 신입(사무)사원 채용(R&D-기구개발),(주)케이티앤지,서울전체,신입,"R&D, 연구원, R&D기획, CAD, 기구설계 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54712143,AX/DX
AI 전환,2026년 하반기 KT&G 신입(사무)사원 채용(R&D-회로개발),(주)케이티앤지,서울전체,신입,"R&D, 연구원, R&D기획, MCU, 회로설계 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54712216,AX/DX
AI 전환,2026년 하반기 KT&G 신입(사무)사원 채용(R&D-제품개발),(주)케이티앤지,대전전체,신입,"R&D, 연구원, R&D기획, 브랜드기획, 시장조사 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54711802,AX/DX
AI 전환,2026년 하반기 KT&G 신입(사무)사원 채용(R&D-향료연구),(주)케이티앤지,대전전체,신입,"R&D, 임상시험, 연구원, R&D기획, 의약외품연구 외",2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54711986,AX/DX
AI 전환,[법무법인(유) 율촌] 전산보안실 개발팀 채용공고,법무법인(유) 율촌,서울강남구,신입·경력,"정보보안, 웹개발, 법률사무소, 로펌, 법무법인",2026-08-24,~ 09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825599,AX/DX
AI 전환,(주)리드데이터시스템즈 개발팀 채용((주)리드코프 계열사),㈜리드코프,서울중구,경력 3~10년,"백엔드/서버개발, 웹개발, 앱개발, Apache, PHP 외",2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54824280,AX/DX
AI 전환,[한림제약] 상명이노베이션 연구소 경력직 수시채용,한림제약㈜,경기용인시 처인구,경력1년↑,"제약/바이오, 의료기기연구, R&D, 연구원, 기술연구 외",2026-08-21,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813974,AX/DX
AI 전환,[한림제약] 상명이노베이션 연구소 채용 연계형 인턴 수시채용,한림제약㈜,경기용인시 처인구,신입,"제약/바이오, R&D, 연구원, 기술연구, 비품관리 외",2026-08-21,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813993,AX/DX
AI 전환,생산본부 인재 채용(생산팀),(주)에이피테크놀로지,경기화성시,신입·경력,"제약/바이오, 제약QA, QA, 인증심사원, 품질관리 외",2026-08-08,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54672313,AX/DX
AI 전환,그룹포틴코리아 2026년 각 부문별 채용,그룹포틴테크놀로지스코리아(주),경북상주시,신입·경력,"SCM, 회계, 재무, 회계사, 재무회계 외",2026-08-12,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54642845,AX/DX
AI 전환,iOS Developer 신입,(주)페이타랩,서울강남구,신입,"앱개발, iOS, Swift, TypeScript, SI·시스템통합",2026-08-24,~ 09/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54827733,AX/DX
AI 전환,백엔드 개발자 (경력 1년 이상),스페이스맵(주),서울성동구,경력 1~5년,"유지보수, S/W, 백엔드/서버개발, 소프트웨어개발",2026-08-24,~ 09/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54824756,AX/DX
AI 전환,정부과제 담당자 (사원/대리급),(주)폴라리스쓰리디,서울구로구,경력1년↑,"인/허가, 기술연구, R&D기획, 문서작성, 사무행정 외",2026-08-24,~ 09/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829392,AX/DX
AI 전환,"금융IT 솔루션 풀스택 개발자 채용(신입, 경력)",크럭스데이타(주),서울강남구,경력무관,"유지보수, 백엔드/서버개발, 웹개발, 프론트엔드, SI개발 외",2026-08-12,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54616321,AX/DX
AI 전환,[코드모스] 백엔드 개발자 채용,(주)로지브라더스,서울강남구,신입·경력,"백엔드/서버개발, 웹개발, 소프트웨어개발",2026-08-18,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54775232,AX/DX
AI 전환,[소르테크] 경영팀 경력직 채용,(주)소르테크,부산해운대구,경력3년↑,"회계, 재무, 기업회계, 세무회계, 재무제표 외",2026-08-21,~ 10/20(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54811595,AX/DX
